XP_018224050.1	XP_018224050.1	1251	1251	1251	1251	0	1251	0	0	100.000	100.00	1	1251	1	1251	0.0	2204	1193
XP_018224050.1	XP_018224050.1	1251	1251	182	155	21	155	3	6	85.165	85.16	1073	1251	1010	1188	1.49e-45	182	98
XP_018224050.1	XP_018224050.1	1251	1251	182	155	21	155	3	6	85.165	85.16	1010	1188	1073	1251	1.49e-45	182	98
XP_018224050.1	XP_018224050.1	1251	1251	119	97	16	97	3	6	81.513	81.51	1136	1251	1010	1125	7.19e-19	93.5	50
XP_018224050.1	XP_018224050.1	1251	1251	119	97	16	97	3	6	81.513	81.51	1010	1125	1136	1251	7.19e-19	93.5	50
XP_018224050.1	XP_018224123.1	1251	922	838	782	52	782	4	4	93.317	93.32	102	937	87	922	0.0	1127	610
XP_018224050.1	XP_018221136.1	1251	1186	134	106	26	106	2	2	79.104	79.10	97	229	64	196	2.59e-18	91.6	49
XP_018224051.1	XP_018224051.1	1374	1374	1374	1374	0	1374	0	0	100.000	100.00	1	1374	1	1374	0.0	2538	1374
XP_018224052.1	XP_018224052.1	1254	1254	1254	1254	0	1254	0	0	100.000	100.00	1	1254	1	1254	0.0	2316	1254
XP_018224053.1	XP_018224053.1	1149	1149	1149	1149	0	1149	0	0	100.000	100.00	1	1149	1	1149	0.0	2122	1149
XP_018224054.1	XP_018224054.1	576	576	576	576	0	576	0	0	100.000	100.00	1	576	1	576	0.0	1064	576
XP_018224055.1	XP_018224055.1	1503	1503	1503	1503	0	1503	0	0	100.000	100.00	1	1503	1	1503	0.0	2776	1503
XP_018224056.1	XP_018224056.1	2661	2661	2661	2661	0	2661	0	0	100.000	100.00	1	2661	1	2661	0.0	4915	2661
XP_018224057.1	XP_018224057.1	537	537	537	537	0	537	0	0	100.000	100.00	1	537	1	537	0.0	992	537
XP_018224058.1	XP_018224058.1	2142	2142	2142	2142	0	2142	0	0	100.000	100.00	1	2142	1	2142	0.0	3956	2142
XP_018224059.1	XP_018224059.1	2361	2361	2361	2361	0	2361	0	0	100.000	100.00	1	2361	1	2361	0.0	4361	2361
XP_018224060.1	XP_018224060.1	3138	3138	3138	3138	0	3138	0	0	100.000	100.00	1	3138	1	3138	0.0	5795	3138
XP_018224061.1	XP_018224061.1	741	741	741	741	0	741	0	0	100.000	100.00	1	741	1	741	0.0	1369	741
XP_018224062.1	XP_018224062.1	1977	1977	1977	1977	0	1977	0	0	100.000	100.00	1	1977	1	1977	0.0	3651	1977
XP_018224063.1	XP_018224063.1	1977	1977	1977	1977	0	1977	0	0	100.000	100.00	1	1977	1	1977	0.0	3651	1977
XP_018224064.1	XP_018224064.1	339	339	339	339	0	339	0	0	100.000	100.00	1	339	1	339	4.12e-180	627	339
XP_018224065.1	XP_018224065.1	423	423	423	423	0	423	0	0	100.000	100.00	1	423	1	423	0.0	782	423
XP_018224066.1	XP_018224066.1	513	513	513	513	0	513	0	0	100.000	100.00	1	513	1	513	0.0	948	513
XP_018224067.1	XP_018224067.1	2406	2406	2406	2406	0	2406	0	0	100.000	100.00	1	2406	1	2406	0.0	4440	2404
XP_018224068.1	XP_018224068.1	1248	1248	1248	1248	0	1248	0	0	100.000	100.00	1	1248	1	1248	0.0	2305	1248
XP_018224069.1	XP_018224069.1	2559	2559	2559	2559	0	2559	0	0	100.000	100.00	1	2559	1	2559	0.0	4726	2559
XP_018224070.1	XP_018224070.1	1737	1737	1737	1737	0	1737	0	0	100.000	100.00	1	1737	1	1737	0.0	3208	1737
XP_018224071.1	XP_018224071.1	831	831	831	831	0	831	0	0	100.000	100.00	1	831	1	831	0.0	1535	831
XP_018224072.1	XP_018224072.1	1503	1503	1503	1503	0	1503	0	0	100.000	100.00	1	1503	1	1503	0.0	2776	1503
XP_018224073.1	XP_018224073.1	801	801	801	801	0	801	0	0	100.000	100.00	1	801	1	801	0.0	1480	801
XP_018224074.1	XP_018224074.1	1110	1110	1110	1110	0	1110	0	0	100.000	100.00	1	1110	1	1110	0.0	2050	1110
XP_018224075.1	XP_018224075.1	2958	2958	2958	2958	0	2958	0	0	100.000	100.00	1	2958	1	2958	0.0	5463	2958
XP_018224076.1	XP_018224076.1	867	867	867	867	0	867	0	0	100.000	100.00	1	867	1	867	0.0	1602	867
XP_018224077.1	XP_018224077.1	1233	1233	1233	1233	0	1233	0	0	100.000	100.00	1	1233	1	1233	0.0	2278	1233
XP_018224078.1	XP_018224078.1	507	507	507	507	0	507	0	0	100.000	100.00	1	507	1	507	0.0	933	505
XP_018224079.1	XP_018224079.1	1143	1143	1143	1143	0	1143	0	0	100.000	100.00	1	1143	1	1143	0.0	2111	1143
XP_018224080.1	XP_018224080.1	2283	2283	2283	2283	0	2283	0	0	100.000	100.00	1	2283	1	2283	0.0	4213	2281
XP_018224081.1	XP_018224081.1	4416	4416	4416	4416	0	4416	0	0	100.000	100.00	1	4416	1	4416	0.0	8148	4412
XP_018224082.1	XP_018224082.1	1599	1599	1599	1599	0	1599	0	0	100.000	100.00	1	1599	1	1599	0.0	2953	1599
XP_018224083.1	XP_018224083.1	789	789	789	789	0	789	0	0	100.000	100.00	1	789	1	789	0.0	1458	789
XP_018224084.1	XP_018224084.1	4068	4068	4068	4068	0	4068	0	0	100.000	100.00	1	4068	1	4068	0.0	7513	4068
XP_018224085.1	XP_018224085.1	912	912	912	912	0	912	0	0	100.000	100.00	1	912	1	912	0.0	1685	912
XP_018224086.1	XP_018224086.1	4323	4323	4323	4323	0	4323	0	0	100.000	100.00	1	4323	1	4323	0.0	7980	4321
XP_018224087.1	XP_018224087.1	2280	2280	2280	2280	0	2280	0	0	100.000	100.00	1	2280	1	2280	0.0	4211	2280
XP_018224088.1	XP_018224088.1	1584	1584	1584	1584	0	1584	0	0	100.000	100.00	1	1584	1	1584	0.0	2918	1580
XP_018224089.1	XP_018224089.1	2505	2505	2505	2505	0	2505	0	0	100.000	100.00	1	2505	1	2505	0.0	4626	2505
XP_018224090.1	XP_018224090.1	1014	1014	1014	1014	0	1014	0	0	100.000	100.00	1	1014	1	1014	0.0	1873	1014
XP_018224091.1	XP_018224091.1	3381	3381	3381	3381	0	3381	0	0	100.000	100.00	1	3381	1	3381	0.0	6240	3379
XP_018224092.1	XP_018224092.1	984	984	984	984	0	984	0	0	100.000	100.00	1	984	1	984	0.0	1818	984
XP_018224093.1	XP_018224093.1	4053	4053	4053	4053	0	4053	0	0	100.000	100.00	1	4053	1	4053	0.0	7485	4053
XP_018224094.1	XP_018224094.1	1896	1896	1896	1896	0	1896	0	0	100.000	100.00	1	1896	1	1896	0.0	3502	1896
XP_018224095.1	XP_018224095.1	1233	1233	1233	1233	0	1233	0	0	100.000	100.00	1	1233	1	1233	0.0	2278	1233
XP_018224096.1	XP_018224096.1	756	756	756	756	0	756	0	0	100.000	100.00	1	756	1	756	0.0	1397	756
XP_018224097.1	XP_018224097.1	1185	1185	1185	1185	0	1185	0	0	100.000	100.00	1	1185	1	1185	0.0	2189	1185
XP_018224098.1	XP_018224098.1	1914	1914	1914	1914	0	1914	0	0	100.000	100.00	1	1914	1	1914	0.0	3535	1914
XP_018224099.1	XP_018224099.1	1482	1482	1482	1482	0	1482	0	0	100.000	100.00	1	1482	1	1482	0.0	2737	1482
XP_018224100.1	XP_018224100.1	780	780	780	780	0	780	0	0	100.000	100.00	1	780	1	780	0.0	1441	780
XP_018224101.1	XP_018224101.1	606	606	606	606	0	606	0	0	100.000	100.00	1	606	1	606	0.0	1120	606
XP_018224102.1	XP_018224102.1	648	648	648	648	0	648	0	0	100.000	100.00	1	648	1	648	0.0	1197	648
XP_018224103.1	XP_018224103.1	1938	1938	1938	1938	0	1938	0	0	100.000	100.00	1	1938	1	1938	0.0	3546	1920
XP_018224103.1	XP_018220412.1	1938	1920	1938	1834	86	1834	3	18	94.634	94.63	1	1938	1	1920	0.0	3003	1626
XP_018224103.1	XP_018222771.1	1938	1929	1594	1273	310	1273	9	11	79.862	79.86	1	1587	1	1590	0.0	1170	633
XP_018224103.1	XP_018219681.1	1938	1842	1205	927	238	927	31	40	76.929	76.93	10	1191	25	1212	0.0	649	351
XP_018224103.1	XP_018222871.1	1938	1764	1143	877	233	877	25	33	76.728	76.73	70	1191	4	1134	3.24e-173	606	328
XP_018224103.1	XP_018222634.1	1938	1941	325	234	86	234	5	5	72.000	72.00	369	692	438	758	4.03e-18	91.6	49
XP_018224104.1	XP_018224104.1	627	627	627	627	0	627	0	0	100.000	100.00	1	627	1	627	0.0	1158	627
XP_018224105.1	XP_018224105.1	3819	3819	3819	3819	0	3819	0	0	100.000	100.00	1	3819	1	3819	0.0	7049	3817
XP_018224106.1	XP_018224106.1	3489	3489	3489	3489	0	3489	0	0	100.000	100.00	1	3489	1	3489	0.0	6444	3489
XP_018224107.1	XP_018224107.1	1629	1629	1629	1629	0	1629	0	0	100.000	100.00	1	1629	1	1629	0.0	3005	1627
XP_018224108.1	XP_018224108.1	660	660	660	660	0	660	0	0	100.000	100.00	1	660	1	660	0.0	1219	660
XP_018224109.1	XP_018224109.1	1287	1287	1287	1287	0	1287	0	0	100.000	100.00	1	1287	1	1287	0.0	2377	1287
XP_018224110.1	XP_018224110.1	1866	1866	1866	1866	0	1866	0	0	100.000	100.00	1	1866	1	1866	0.0	3446	1866
XP_018224111.1	XP_018224111.1	903	903	903	903	0	903	0	0	100.000	100.00	1	903	1	903	0.0	1668	903
XP_018224112.1	XP_018224112.1	198	198	198	198	0	198	0	0	100.000	100.00	1	198	1	198	5.55e-102	366	198
XP_018224113.1	XP_018224113.1	747	747	747	747	0	747	0	0	100.000	100.00	1	747	1	747	0.0	1380	747
XP_018224114.1	XP_018224114.1	582	582	582	582	0	582	0	0	100.000	100.00	1	582	1	582	0.0	1075	582
XP_018224115.1	XP_018224115.1	2193	2193	2193	2193	0	2193	0	0	100.000	100.00	1	2193	1	2193	0.0	4050	2193
XP_018224116.1	XP_018224116.1	921	921	921	921	0	921	0	0	100.000	100.00	1	921	1	921	0.0	1701	921
XP_018224117.1	XP_018224117.1	1317	1317	1317	1317	0	1317	0	0	100.000	100.00	1	1317	1	1317	0.0	2433	1317
XP_018224118.1	XP_018224118.1	2925	2925	2925	2925	0	2925	0	0	100.000	100.00	1	2925	1	2925	0.0	5395	2921
XP_018224119.1	XP_018224119.1	594	594	594	594	0	594	0	0	100.000	100.00	1	594	1	594	0.0	1098	594
XP_018224120.1	XP_018224120.1	267	267	267	267	0	267	0	0	100.000	100.00	1	267	1	267	3.37e-140	494	267
XP_018224121.1	XP_018224121.1	738	738	738	738	0	738	0	0	100.000	100.00	1	738	1	738	0.0	1363	738
XP_018224122.1	XP_018224122.1	3471	3471	3471	3471	0	3471	0	0	100.000	100.00	1	3471	1	3471	0.0	6410	3471
XP_018224123.1	XP_018224123.1	922	922	922	922	0	922	0	0	100.000	100.00	1	922	1	922	0.0	1596	864
XP_018224123.1	XP_018224050.1	922	1251	838	782	52	782	4	4	93.317	93.32	87	922	102	937	0.0	1127	610
XP_018224123.1	XP_018221131.1	922	962	421	342	73	342	5	6	81.235	81.24	368	785	389	806	1.31e-99	361	195
XP_018223461.1	XP_018223461.1	1770	1770	1770	1770	0	1770	0	0	100.000	100.00	1	1770	1	1770	0.0	3269	1770
XP_018223461.1	XP_018222853.1	1770	1770	1777	1570	193	1570	12	14	88.351	88.35	1	1770	1	1770	0.0	2185	1183
XP_018223461.1	XP_018219937.1	1770	1770	1776	1540	224	1540	9	12	86.712	86.71	1	1770	1	1770	0.0	1962	1062
XP_018223461.1	XP_018218769.1	1770	483	467	431	36	431	0	0	92.291	92.29	1288	1754	1	467	0.0	664	359
XP_018223462.1	XP_018223462.1	1842	1842	1842	1842	0	1842	0	0	100.000	100.00	1	1842	1	1842	0.0	3402	1842
XP_018223462.1	XP_018222850.1	1842	1842	1774	1490	252	1490	19	32	83.991	83.99	75	1832	75	1832	0.0	1681	910
XP_018223462.1	XP_018218767.1	1842	1275	1270	1080	177	1080	8	13	85.039	85.04	571	1832	1	1265	0.0	1280	693
XP_018223462.1	XP_018219939.1	1842	1845	1586	1268	298	1268	17	20	79.950	79.95	226	1801	226	1801	0.0	1149	622
XP_018223463.1	XP_018223463.1	207	207	207	207	0	207	0	0	100.000	100.00	1	207	1	207	5.79e-107	383	207
XP_018223463.1	XP_018218751.1	207	675	207	206	1	206	0	0	99.517	99.52	1	207	469	675	7.49e-106	379	205
XP_018223463.1	XP_018220373.1	207	129	129	126	3	126	0	0	97.674	97.67	79	207	1	129	1.34e-58	222	120
XP_018223464.1	XP_018223464.1	591	591	591	591	0	591	0	0	100.000	100.00	1	591	1	591	0.0	1092	591
XP_018223465.1	XP_018223465.1	3033	3033	3033	3033	0	3033	0	0	100.000	100.00	1	3033	1	3033	0.0	5602	3033
XP_018223466.1	XP_018223466.1	3453	3453	3453	3453	0	3453	0	0	100.000	100.00	1	3453	1	3453	0.0	6373	3451
XP_018223467.1	XP_018223467.1	3117	3117	3117	3117	0	3117	0	0	100.000	100.00	1	3117	1	3117	0.0	5757	3117
XP_018223468.1	XP_018223468.1	1452	1452	1452	1452	0	1452	0	0	100.000	100.00	1	1452	1	1452	0.0	2682	1452
XP_018223469.1	XP_018223469.1	648	648	648	648	0	648	0	0	100.000	100.00	1	648	1	648	0.0	1194	646
XP_018223470.1	XP_018223470.1	3399	3399	3399	3399	0	3399	0	0	100.000	100.00	1	3399	1	3399	0.0	6270	3395
XP_018223471.1	XP_018223471.1	1647	1647	1647	1647	0	1647	0	0	100.000	100.00	1	1647	1	1647	0.0	3042	1647
XP_018223472.1	XP_018223472.1	1431	1431	1431	1431	0	1431	0	0	100.000	100.00	1	1431	1	1431	0.0	2643	1431
XP_018223473.1	XP_018223473.1	2370	2370	2370	2370	0	2370	0	0	100.000	100.00	1	2370	1	2370	0.0	4377	2370
XP_018223474.1	XP_018223474.1	969	969	969	969	0	969	0	0	100.000	100.00	1	969	1	969	0.0	1790	969
XP_018223475.1	XP_018223475.1	669	669	669	669	0	669	0	0	100.000	100.00	1	669	1	669	0.0	1236	669
XP_018223476.1	XP_018223476.1	510	510	510	510	0	510	0	0	100.000	100.00	1	510	1	510	0.0	942	510
XP_018223477.1	XP_018223477.1	228	228	228	228	0	228	0	0	100.000	100.00	1	228	1	228	1.36e-118	422	228
XP_018223478.1	XP_018223478.1	1266	1266	1266	1266	0	1266	0	0	100.000	100.00	1	1266	1	1266	0.0	2338	1266
XP_018223479.1	XP_018223479.1	534	534	534	534	0	534	0	0	100.000	100.00	1	534	1	534	0.0	987	534
XP_018223480.1	XP_018223480.1	1377	1377	1377	1377	0	1377	0	0	100.000	100.00	1	1377	1	1377	0.0	2543	1377
XP_018223481.1	XP_018223481.1	8370	8370	8370	8370	0	8370	0	0	100.000	100.00	1	8370	1	8370	0.0	15457	8370
XP_018223482.1	XP_018223482.1	348	348	348	348	0	348	0	0	100.000	100.00	1	348	1	348	0.0	643	348
XP_018223482.1	XP_018222784.1	348	414	348	329	19	329	0	0	94.540	94.54	1	348	67	414	2.04e-153	538	291
XP_018223483.1	XP_018223483.1	1407	1407	1407	1407	0	1407	0	0	100.000	100.00	1	1407	1	1407	0.0	2599	1407
XP_018223484.1	XP_018223484.1	2961	2961	2961	2961	0	2961	0	0	100.000	100.00	1	2961	1	2961	0.0	5469	2961
XP_018223485.1	XP_018223485.1	2256	2256	2256	2256	0	2256	0	0	100.000	100.00	1	2256	1	2256	0.0	4167	2256
XP_018223486.1	XP_018223486.1	1356	1356	1356	1356	0	1356	0	0	100.000	100.00	1	1356	1	1356	0.0	2505	1356
XP_018223487.1	XP_018223487.1	1053	1053	1053	1053	0	1053	0	0	100.000	100.00	1	1053	1	1053	0.0	1945	1053
XP_018223488.1	XP_018223488.1	1626	1626	1626	1626	0	1626	0	0	100.000	100.00	1	1626	1	1626	0.0	2996	1622
XP_018223489.1	XP_018223489.1	4545	4545	4545	4545	0	4545	0	0	100.000	100.00	1	4545	1	4545	0.0	8394	4545
XP_018223490.1	XP_018223490.1	354	354	354	354	0	354	0	0	100.000	100.00	1	354	1	354	0.0	654	354
XP_018223491.1	XP_018223491.1	3219	3219	3219	3219	0	3219	0	0	100.000	100.00	1	3219	1	3219	0.0	5945	3219
XP_018223492.1	XP_018223492.1	1074	1074	1074	1074	0	1074	0	0	100.000	100.00	1	1074	1	1074	0.0	1984	1074
XP_018223493.1	XP_018223493.1	603	603	603	603	0	603	0	0	100.000	100.00	1	603	1	603	0.0	1114	603
XP_018223493.1	XP_018222770.1	603	603	603	578	25	578	0	0	95.854	95.85	1	603	1	603	0.0	976	528
XP_018223494.1	XP_018223494.1	249	249	249	249	0	249	0	0	100.000	100.00	1	249	1	249	3.17e-130	460	249
XP_018223495.1	XP_018223495.1	1290	1290	1290	1290	0	1290	0	0	100.000	100.00	1	1290	1	1290	0.0	2383	1290
XP_018223496.1	XP_018223496.1	981	981	981	981	0	981	0	0	100.000	100.00	1	981	1	981	0.0	1812	981
XP_018223497.1	XP_018223497.1	2250	2250	2250	2250	0	2250	0	0	100.000	100.00	1	2250	1	2250	0.0	4156	2250
XP_018223498.1	XP_018223498.1	3471	3471	3471	3471	0	3471	0	0	100.000	100.00	1	3471	1	3471	0.0	6336	3431
XP_018223499.1	XP_018223499.1	786	786	786	786	0	786	0	0	100.000	100.00	1	786	1	786	0.0	1452	786
XP_018223500.1	XP_018223500.1	3330	3330	3330	3330	0	3330	0	0	100.000	100.00	1	3330	1	3330	0.0	6150	3330
XP_018223501.1	XP_018223501.1	2070	2070	2070	2070	0	2070	0	0	100.000	100.00	1	2070	1	2070	0.0	3823	2070
XP_018223502.1	XP_018223502.1	2040	2040	2040	2040	0	2040	0	0	100.000	100.00	1	2040	1	2040	0.0	3768	2040
XP_018223503.1	XP_018223503.1	321	321	321	321	0	321	0	0	100.000	100.00	1	321	1	321	3.95e-170	593	321
XP_018223504.1	XP_018223504.1	1287	1287	1287	1287	0	1287	0	0	100.000	100.00	1	1287	1	1287	0.0	2374	1285
XP_018223505.1	XP_018223505.1	633	633	633	633	0	633	0	0	100.000	100.00	1	633	1	633	0.0	1170	633
XP_018223506.1	XP_018223506.1	1404	1404	1404	1404	0	1404	0	0	100.000	100.00	1	1404	1	1404	0.0	2593	1404
XP_018223507.1	XP_018223507.1	1602	1602	1602	1602	0	1602	0	0	100.000	100.00	1	1602	1	1602	0.0	2959	1602
XP_018223508.1	XP_018223508.1	2526	2526	2526	2526	0	2526	0	0	100.000	100.00	1	2526	1	2526	0.0	4665	2526
XP_018223509.1	XP_018223509.1	2091	2091	2091	2091	0	2091	0	0	100.000	100.00	1	2091	1	2091	0.0	3862	2091
XP_018223510.1	XP_018223510.1	816	816	816	816	0	816	0	0	100.000	100.00	1	816	1	816	0.0	1507	816
XP_018223511.1	XP_018223511.1	417	417	417	417	0	417	0	0	100.000	100.00	1	417	1	417	0.0	771	417
XP_018223512.1	XP_018223512.1	4119	4119	4119	4119	0	4119	0	0	100.000	100.00	1	4119	1	4119	0.0	7607	4119
XP_018223513.1	XP_018223513.1	1350	1350	1350	1350	0	1350	0	0	100.000	100.00	1	1350	1	1350	0.0	2490	1348
XP_018223514.1	XP_018223514.1	1374	1374	1374	1374	0	1374	0	0	100.000	100.00	1	1374	1	1374	0.0	2538	1374
XP_018223515.1	XP_018223515.1	801	801	801	801	0	801	0	0	100.000	100.00	1	801	1	801	0.0	1480	801
XP_018223516.1	XP_018223516.1	1968	1968	1968	1968	0	1968	0	0	100.000	100.00	1	1968	1	1968	0.0	3635	1968
XP_018223516.1	XP_018223517.1	1968	1920	1395	1057	325	1057	10	13	75.771	75.77	288	1676	292	1679	0.0	691	374
XP_018223517.1	XP_018223517.1	1920	1920	1920	1920	0	1920	0	0	100.000	100.00	1	1920	1	1920	0.0	3546	1920
XP_018223517.1	XP_018223516.1	1920	1968	1395	1057	325	1057	10	13	75.771	75.77	292	1679	288	1676	0.0	691	374
XP_018223518.1	XP_018223518.1	726	726	726	726	0	726	0	0	100.000	100.00	1	726	1	726	0.0	1341	726
XP_018223519.1	XP_018223519.1	537	537	537	537	0	537	0	0	100.000	100.00	1	537	1	537	0.0	989	535
XP_018223520.1	XP_018223520.1	180	180	180	180	0	180	0	0	100.000	100.00	1	180	1	180	5.05e-92	333	180
